event,x,y,speed,button,time,scroll,session_id
move,1674,254,5386.644707065194,,1736581564.5650477,,1736581533
move,1717,229,16657.763555584526,,1736581564.5690315,,1736581533
move,1758,201,8294.181674179412,,1736581564.599948,,1736581533
move,1801,180,1713.7465048469023,,1736581564.6029403,,1736581533
move,1834,164,7354.3181495077115,,1736581564.6079273,,1736581533
move,1854,156,10799.434994608404,,1736581564.6089246,,1736581533
move,1866,151,6518.344530783024,,1736581564.610919,,1736581533
move,1872,149,2113.5453492398815,,1736581564.614909,,1736581533
move,1875,149,158.32142632459704,,1736581564.6328602,,1736581533
move,1877,149,2004.4463560334527,,1736581564.6348562,,1736581533
move,1881,149,267.2509995699062,,1736581564.6488252,,1736581533
move,1881,146,100.28382201748583,,1736581564.6787403,,1736581533
move,1882,143,453.083071638822,,1736581564.6867173,,1736581533
move,1885,134,500.5933236562535,,1736581564.704671,,1736581533
move,1888,127,1902.040466893975,,1736581564.7096565,,1736581533
move,1889,123,1383.1527167840243,,1736581564.7126505,,1736581533
move,1891,117,453.14498938007773,,1736581564.7256129,,1736581533
move,1892,115,224.20570539311225,,1736581564.7365832,,1736581533
move,1893,112,1056.6043048797,,1736581564.7395756,,1736581533
move,1892,111,78.77764557899121,,1736581564.756531,,1736581533
move,1889,110,137.86188235149388,,1736581564.780466,,1736581533
move,1886,109,126.83657039317289,,1736581564.8053997,,1736581533
move,1883,109,1503.3347670250896,,1736581564.8073945,,1736581533
move,1881,109,500.96195879366974,,1736581564.8113916,,1736581533
move,1880,109,52.7631866956839,,1736581564.8303342,,1736581533
move,1877,109,214.9528853052718,,1736581564.843298,,1736581533
move,1875,109,133.6787353391127,,1736581564.8592553,,1736581533
move,1870,109,334.22879546106526,,1736581564.873219,,1736581533
move,1864,109,401.0617708930962,,1736581564.8891761,,1736581533
move,1855,106,4757.3722522076305,,1736581564.8911705,,1736581533
move,1849,105,469.20377401158515,,1736581564.9031374,,1736581533
move,1845,105,4006.977788392644,,1736581564.9041357,,1736581533
move,1843,103,283.5053937873448,,1736581564.9151065,,1736581533
move,1842,103,47.747731748688,,1736581564.9350557,,1736581533
move,1840,100,301.3345980329915,,1736581564.947021,,1736581533
move,1832,93,304.51841070201954,,1736581564.982925,,1736581533
move,1829,87,134.52278006319605,,1736581565.0317957,,1736581533
move,1823,82,1305.6421465386202,,1736581565.038775,,1736581533
move,1819,73,987.382070260884,,1736581565.0477524,,1736581533
move,1814,65,473.01333841116923,,1736581565.068695,,1736581533
move,1812,55,3407.4464975607857,,1736581565.0716958,,1736581533
move,1805,46,762.134625198415,,1736581565.0866504,,1736581533
move,1798,37,1428.2171622849762,,1736581565.0936332,,1736581533
move,1792,29,10075.195772279607,,1736581565.0956266,,1736581533
move,1785,24,4310.724883734523,,1736581565.0986164,,1736581533
move,1780,19,1773.1799597978363,,1736581565.1016064,,1736581533
move,1777,18,452.959286905091,,1736581565.1075904,,1736581533
move,1777,19,3.6862988427758965,,1736581565.3788652,,1736581533
move,1775,19,125.337795840306,,1736581565.3948221,,1736581533
move,1774,20,109.06960873631441,,1736581565.4087856,,1736581533
move,1772,23,225.95254877383064,,1736581565.4237454,,1736581533
move,1767,27,3210.2139136458936,,1736581565.4267373,,1736581533
move,1757,36,1037.4237338469554,,1736581565.4387083,,1736581533
move,1739,53,1551.8408836475535,,1736581565.4546628,,1736581533
move,1722,67,22071.675962614714,,1736581565.4566576,,1736581533
move,1695,88,2637.9448826141,,1736581565.4696233,,1736581533
move,1658,116,3101.9686560608548,,1736581565.4835856,,1736581533
move,1629,135,2317.423087655929,,1736581565.4985461,,1736581533
move,1583,161,53020.19611594049,,1736581565.5005403,,1736581533
move,1554,177,2213.539129004978,,1736581565.5145056,,1736581533
move,1520,193,37741.291970264334,,1736581565.5164976,,1736581533
move,1466,215,4497.468665543173,,1736581565.5284662,,1736581533
move,1417,232,52067.60589431527,,1736581565.530459,,1736581533
move,1352,250,4225.773492230673,,1736581565.545423,,1736581533
move,1286,272,69891.7807093191,,1736581565.5474145,,1736581533
move,1223,289,5032.86804219806,,1736581565.5593839,,1736581533
move,1174,303,3406.837076878257,,1736581565.5753398,,1736581533
move,1120,316,27833.128893635574,,1736581565.5763378,,1736581533
move,1081,326,3104.9621351324467,,1736581565.5893047,,1736581533
move,1048,333,33874.00601987417,,1736581565.5912974,,1736581533
move,1030,338,1040.6819365153779,,1736581565.6082518,,1736581533
move,1002,346,2654.293639520935,,1736581565.6192229,,1736581533
move,981,352,21915.067484963278,,1736581565.6212173,,1736581533
move,964,356,1250.7106435737333,,1736581565.634183,,1736581533
move,956,361,630.5914803121889,,1736581565.6491435,,1736581533
move,947,361,9035.121110579224,,1736581565.6511374,,1736581533
move,941,361,3007.7475797776983,,1736581565.6521344,,1736581533
move,939,361,71.60264606717597,,1736581565.681066,,1736581533
move,935,361,2009.9695699053552,,1736581565.6830533,,1736581533
move,932,361,250.675591680612,,1736581565.694024,,1736581533
move,928,363,298.98144226144535,,1736581565.708982,,1736581533
move,922,366,448.350674637843,,1736581565.7249393,,1736581533
move,918,370,2839.124854141784,,1736581565.7259364,,1736581533
move,912,373,517.353067700613,,1736581565.7389028,,1736581533
move,905,378,8625.571904579956,,1736581565.740898,,1736581533
move,893,383,930.937699544143,,1736581565.7538645,,1736581533
move,881,390,928.7101685430058,,1736581565.7688234,,1736581533
move,863,403,22284.915573695267,,1736581565.7708182,,1736581533
move,844,415,1609.3028658136009,,1736581565.7837837,,1736581533
move,825,430,24284.465273765232,,1736581565.7857764,,1736581533
move,810,440,1291.1326187490363,,1736581565.7987432,,1736581533
move,796,450,17263.525012850696,,1736581565.8007371,,1736581533
move,786,458,917.0473810544815,,1736581565.8137045,,1736581533
move,778,461,658.9465483414294,,1736581565.8276656,,1736581533
move,769,467,5430.081916295768,,1736581565.8286626,,1736581533
move,763,472,522.0987099428469,,1736581565.843622,,1736581533
move,750,484,8868.747786226553,,1736581565.8466146,,1736581533
move,740,492,987.7399632792036,,1736581565.8595798,,1736581533
move,726,505,1276.9439772740357,,1736581565.8745399,,1736581533
move,711,523,4696.3435138087525,,1736581565.8795266,,1736581533
move,701,532,1226.761797363743,,1736581565.8894994,,1736581533
move,694,539,9923.87457232554,,1736581565.8944871,,1736581533
move,688,545,654.4537542357501,,1736581565.9034624,,1736581533
move,684,547,2242.3786879376635,,1736581565.9054568,,1736581533
move,683,552,182.5859317352093,,1736581565.9343805,,1736581533
move,681,555,1808.9447532157549,,1736581565.9353766,,1736581533
move,677,555,138.2843955029508,,1736581565.9643025,,1736581533
move,676,558,211.42865539914996,,1736581565.9792593,,1736581533
move,675,560,373.59579598069143,,1736581565.9852445,,1736581533
move,674,563,288.01880174491055,,1736581565.999206,,1736581533
move,674,566,753.6482989937709,,1736581566.001201,,1736581533
move,671,568,361.5467662064577,,1736581566.011174,,1736581533
move,671,573,2507.3553323768533,,1736581566.0121713,,1736581533
move,670,575,1121.3233933882448,,1736581566.0141654,,1736581533
move,667,578,250.17819461186247,,1736581566.0321298,,1736581533
move,665,583,675.1664462014551,,1736581566.0400968,,1736581533
move,664,586,3172.3400715510343,,1736581566.0420916,,1736581533
move,661,590,358.0957584864422,,1736581566.0560546,,1736581533
move,658,596,420.3643432521751,,1736581566.0710144,,1736581533
move,655,601,2924.0536652746564,,1736581566.0720117,,1736581533
move,653,603,189.06233191546255,,1736581566.0879695,,1736581533
move,649,607,472.69726274181954,,1736581566.0989392,,1736581533
move,646,613,224.1931998956003,,1736581566.1298583,,1736581533
move,638,623,6425.03578984726,,1736581566.130854,,1736581533
move,631,631,5330.710557500741,,1736581566.132848,,1736581533
move,620,642,1299.7621039177877,,1736581566.145814,,1736581533
move,610,651,963.5042371877446,,1736581566.1587799,,1736581533
move,608,654,1807.8634951444963,,1736581566.1607742,,1736581533
move,589,672,13123.184814251781,,1736581566.1627686,,1736581533
move,580,677,737.376887844925,,1736581566.176731,,1736581533
move,573,683,770.3255482260879,,1736581566.1896966,,1736581533
move,564,689,5425.536284459596,,1736581566.1906931,,1736581533
move,558,695,567.1689180732164,,1736581566.205654,,1736581533
move,550,700,9459.475208728076,,1736581566.2076485,,1736581533
move,541,709,1063.6112211834854,,1736581566.218618,,1736581533
move,530,718,14244.26769995205,,1736581566.2206128,,1736581533
move,522,727,862.4087888157715,,1736581566.2345765,,1736581533
move,511,737,993.5119759584608,,1736581566.2485416,,1736581533
move,504,746,5724.49407014007,,1736581566.2505333,,1736581533
move,497,755,879.3311292075048,,1736581566.2644968,,1736581533
move,490,762,9928.620566860367,,1736581566.2654939,,1736581533
move,483,767,575.0289624335887,,1736581566.2794566,,1736581533
move,476,772,575.0564569252022,,1736581566.2944157,,1736581533
move,471,774,5394.5589422554285,,1736581566.2964108,,1736581533
move,464,778,621.7810043710508,,1736581566.3093765,,1736581533
move,459,781,389.7930423530469,,1736581566.3243363,,1736581533
move,457,784,190.28346192996176,,1736581566.3432875,,1736581533
move,452,786,1077.7791807617252,,1736581566.3472843,,1736581533
move,448,792,1206.9737927996896,,1736581566.3542564,,1736581533
move,447,795,1585.032724564397,,1736581566.3562505,,1736581533
move,442,797,415.38580055950194,,1736581566.3682182,,1736581533
move,441,802,5109.134720960408,,1736581566.3702128,,1736581533
